date,location,daily_vaccinations_raw,daily_vaccinations,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_per_million,share_doses_used
2021-02-22,Arkansas,6946,8204,535413,691525,370403,5.35,17.74,161470,12.27,22.92,2719,0.774
2021-02-23,Arkansas,4779,8108,540192,794230,372786,5.43,17.9,163848,12.35,26.32,2687,0.68
2021-02-24,Arkansas,14274,9645,554466,816730,378225,5.72,18.37,172653,12.53,27.06,3196,0.679
2021-02-25,Arkansas,18087,11688,572553,826130,384549,6.11,18.97,184346,12.74,27.38,3873,0.693
2021-02-26,Arkansas,25437,11531,597990,861230,394007,6.64,19.81,200253,13.06,28.54,3821,0.694
2021-02-27,Arkansas,24675,14537,622665,892660,404883,7.09,20.63,213974,13.42,29.58,4817,0.698
2021-02-28,Arkansas,26646,17263,649311,892660,418453,7.52,21.52,226968,13.87,29.58,5720,0.727
2021-03-01,Arkansas,12261,18023,661572,892660,424534,7.72,21.92,233135,14.07,29.58,5972,0.741
2021-03-02,Arkansas,9243,18660,670815,963040,430748,7.82,22.23,236154,14.27,31.91,6183,0.697
2021-03-03,Arkansas,16618,18995,687433,964840,441126,8.03,22.78,242346,14.62,31.97,6294,0.712
2021-03-04,Arkansas,16935,18831,704368,990640,451127,8.26,23.34,249244,14.95,32.83,6240,0.711
2021-03-05,Arkansas,19388,17967,723756,1064920,463108,8.5,23.98,256589,15.35,35.29,5954,0.68
2021-03-06,Arkansas,20383,17353,744139,1088150,475550,8.76,24.66,264478,15.76,36.06,5750,0.684
2021-03-07,Arkansas,21121,16564,765260,1088150,487494,9.07,25.36,273608,16.15,36.06,5489,0.703
2021-01-12,Bureau of Prisons,NA,NA,14663,16050,5199,NA,NA,1077,NA,NA,NA,0.914
2021-01-13,Bureau of Prisons,1031,1031,15694,16050,5395,NA,NA,1077,NA,NA,NA,0.978
2021-01-14,Bureau of Prisons,424,728,16118,16450,13997,NA,NA,NA,NA,NA,NA,0.98
2021-01-15,Bureau of Prisons,567,674,16685,16750,14565,NA,NA,2086,NA,NA,NA,0.996
2021-01-16,Bureau of Prisons,235.75,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,Bureau of Prisons,235.75,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-18,Bureau of Prisons,235.75,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-19,Bureau of Prisons,235.75,424,17628,16750,15500,NA,NA,2091,NA,NA,NA,1.052
2021-01-20,Bureau of Prisons,1448,483,19076,24750,15949,NA,NA,3092,NA,NA,NA,0.771
2021-01-21,Bureau of Prisons,1762,674,20838,24750,17003,NA,NA,3800,NA,NA,NA,0.842
2021-01-22,Bureau of Prisons,477,661,21315,24750,17316,NA,NA,3962,NA,NA,NA,0.861
2021-01-23,Bureau of Prisons,2030,918,23345,24750,18296,NA,NA,4977,NA,NA,NA,0.943
2021-01-24,Bureau of Prisons,737,989,24082,24750,18965,NA,NA,5044,NA,NA,NA,0.973
2021-01-25,Bureau of Prisons,278,995,24360,24750,18988,NA,NA,5301,NA,NA,NA,0.984
2021-01-26,Bureau of Prisons,1153,1126,25513,30050,19471,NA,NA,5971,NA,NA,NA,0.849
2021-01-27,Bureau of Prisons,1813,1179,27326,30050,20415,NA,NA,6846,NA,NA,NA,0.909
2021-01-28,Bureau of Prisons,1188,1097,28514,30050,21081,NA,NA,7368,NA,NA,NA,0.949
2021-01-29,Bureau of Prisons,1240,1206,29754,30050,21674,NA,NA,8011,NA,NA,NA,0.99
2021-01-30,Bureau of Prisons,1191,1086,30945,30050,22486,NA,NA,8389,NA,NA,NA,1.03
2021-01-31,Bureau of Prisons,340,1029,31285,30050,22725,NA,NA,8490,NA,NA,NA,1.041
2021-02-01,Bureau of Prisons,0,989,31285,30050,22725,NA,NA,8490,NA,NA,NA,1.041
2021-02-02,Bureau of Prisons,1064,977,32349,35950,23200,NA,NA,9079,NA,NA,NA,0.9
2021-02-03,Bureau of Prisons,1906,990,34255,36450,24049,NA,NA,10130,NA,NA,NA,0.94
2021-02-04,Bureau of Prisons,1940,1097,36195,36650,24858,NA,NA,11259,NA,NA,NA,0.988
2021-02-05,Bureau of Prisons,1969,1201,38164,37050,25657,NA,NA,12426,NA,NA,NA,1.03
2021-02-06,Bureau of Prisons,1452,1239,39616,37050,26167,NA,NA,13362,NA,NA,NA,1.069
2021-02-07,Bureau of Prisons,717,1293,40333,37050,26410,NA,NA,13826,NA,NA,NA,1.089
2021-02-08,Bureau of Prisons,0,1293,40333,37050,26410,NA,NA,13826,NA,NA,NA,1.089
2021-02-09,Bureau of Prisons,707,1242,41040,42475,26770,NA,NA,14173,NA,NA,NA,0.966
2021-02-10,Bureau of Prisons,1711,1214,42751,42475,27564,NA,NA,15085,NA,NA,NA,1.006
2021-02-11,Bureau of Prisons,1426,1140,44177,42475,28139,NA,NA,15931,NA,NA,NA,1.04
2021-02-12,Bureau of Prisons,1440,1065,45617,43775,29060,NA,NA,16449,NA,NA,NA,1.042
2021-02-13,Bureau of Prisons,1309,1044,46926,43775,29797,NA,NA,17017,NA,NA,NA,1.072
2021-02-14,Bureau of Prisons,638,1033,47564,43775,30193,NA,NA,17256,NA,NA,NA,1.087
2021-02-15,Bureau of Prisons,263,1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-16,Bureau of Prisons,263,1007,48090,44750,30719,NA,NA,17256,NA,NA,NA,1.075
2021-02-17,Bureau of Prisons,524,838,48614,45725,30901,NA,NA,17598,NA,NA,NA,1.063
2021-02-18,Bureau of Prisons,436,696,49050,45725,31146,NA,NA,17789,NA,NA,NA,1.073
2021-02-19,Bureau of Prisons,863,614,49913,47675,31519,NA,NA,18276,NA,NA,NA,1.047
2021-02-20,Bureau of Prisons,1159,592,51072,49175,32074,NA,NA,18879,NA,NA,NA,1.039
2021-02-21,Bureau of Prisons,1194,672,52266,49175,32591,NA,NA,19556,NA,NA,NA,1.063
2021-02-22,Bureau of Prisons,81,646,52347,49175,32591,NA,NA,19637,NA,NA,NA,1.065
2021-02-23,Bureau of Prisons,396,665,52743,49475,32628,NA,NA,19996,NA,NA,NA,1.066
2021-02-24,Bureau of Prisons,985,731,53728,57155,32980,NA,NA,20628,NA,NA,NA,0.94
2021-02-25,Bureau of Prisons,1372,864,55100,57155,33533,NA,NA,21439,NA,NA,NA,0.964
2021-02-26,Bureau of Prisons,2296,1069,57396,57155,34841,NA,NA,22339,NA,NA,NA,1.004
2021-02-27,Bureau of Prisons,1838,1166,59234,57155,36064,NA,NA,22939,NA,NA,NA,1.036
2021-02-28,Bureau of Prisons,1049,1145,60283,57155,36995,NA,NA,23057,NA,NA,NA,1.055
2021-03-01,Bureau of Prisons,0,1134,60283,57155,36995,NA,NA,23057,NA,NA,NA,1.055
2021-03-02,Bureau of Prisons,719,1180,61002,65335,37239,NA,NA,23532,NA,NA,NA,0.934
2021-03-03,Bureau of Prisons,1743,1288,62745,65335,38000,NA,NA,24513,NA,NA,NA,0.96
2021-03-04,Bureau of Prisons,3630,1611,66375,65335,40290,NA,NA,25853,NA,NA,NA,1.016
2021-03-05,Bureau of Prisons,3754,1819,70129,65335,42853,NA,NA,27041,NA,NA,NA,1.073
2021-03-06,Bureau of Prisons,1630,1789,71759,65335,43896,NA,NA,27625,NA,NA,NA,1.098
2021-03-07,Bureau of Prisons,415,1699,72174,65335,44090,NA,NA,27841,NA,NA,NA,1.105
2021-01-12,California,NA,NA,816301,3286050,703540,0.25,2.07,100089,1.78,8.32,NA,0.248
2021-01-13,California,75188,75188,891489,3435650,744545,0.34,2.26,133689,1.88,8.7,1903,0.259
2021-01-14,California,83804,79496,975293,3540175,801998,NA,2.47,NA,2.03,8.96,2012,0.275
2021-01-15,California,97666,85553,1072959,3548575,865387,0.52,2.72,204374,2.19,8.98,2165,0.302
2021-01-16,California,96867.75,88381,NA,NA,NA,NA,NA,NA,NA,NA,2237,NA
2021-01-17,California,96867.75,90079,NA,NA,NA,NA,NA,NA,NA,NA,2280,NA
2021-01-18,California,96867.75,91210,NA,NA,NA,NA,NA,NA,NA,NA,2308,NA
2021-01-19,California,96867.75,92018,1460430,3548575,1195969,0.66,3.7,260838,3.03,8.98,2329,0.412
2021-01-20,California,71899,91549,1532329,4169450,1255311,0.69,3.88,273276,3.18,10.55,2317,0.368
2021-01-21,California,101546,94083,1633875,4379500,1335886,0.74,4.14,293834,3.38,11.08,2381,0.373
2021-01-22,California,169804,104389,1803679,4714625,1477195,0.82,4.57,321839,3.74,11.93,2642,0.383
2021-01-23,California,204541,119770,2008220,4906525,1661683,0.86,5.08,341731,4.2,12.42,3031,0.409
2021-01-24,California,191688,133316,2199908,4906525,1838464,0.9,5.57,356382,4.65,12.42,3374,0.448
2021-01-25,California,130725,138153,2330633,4906525,1954048,0.94,5.9,371482,4.94,12.42,3496,0.475
2021-01-26,California,115944,140878,2446577,5340275,2053652,0.98,6.19,387563,5.2,13.52,3565,0.458
2021-01-27,California,133089,149620,2579666,5452575,2156029,1.06,6.53,417606,5.46,13.8,3787,0.473
2021-01-28,California,167210,159000,2746876,5547100,2281453,1.16,6.95,458585,5.77,14.04,4024,0.495
2021-01-29,California,163686,158126,2910562,5640225,2415659,1.23,7.37,487552,6.11,14.27,4002,0.516
2021-01-30,California,185219,155366,3095781,5666150,2563559,1.33,7.84,524350,6.49,14.34,3932,0.546
2021-01-31,California,189570,155063,3285351,5666550,2717530,1.42,8.32,558977,6.88,14.34,3924,0.58
2021-02-01,California,167933,160379,3453284,5666550,2861767,1.47,8.74,581985,7.24,14.34,4059,0.609
2021-02-02,California,90533,156749,3543817,5670500,2940488,1.5,8.97,592045,7.44,14.35,3967,0.625
2021-02-03,California,127499,155950,3671316,6343925,3044980,1.55,9.29,613845,7.71,16.06,3947,0.579
2021-02-04,California,52487,139561,3723803,6438225,3085932,1.58,9.42,625189,7.81,16.29,3532,0.578
2021-02-05,California,196829,144296,3920632,6773350,3228084,1.71,9.92,675027,8.17,17.14,3652,0.579
2021-02-06,California,216968,148831,4137600,6963500,3389906,1.84,10.47,727993,8.58,17.62,3767,0.594
2021-02-07,California,347566,171402,4485166,6963500,3653538,2.05,11.35,808832,9.25,17.62,4338,0.644
2021-02-08,California,197696,175654,4682862,6963500,3811715,2.15,11.85,847993,9.65,17.62,4446,0.672
2021-02-09,California,101616,177237,4784478,7385225,3880253,2.22,12.11,875340,9.82,18.69,4486,0.648
2021-02-10,California,172819,183712,4957297,7607100,3994969,2.35,12.55,928615,10.11,19.25,4649,0.652
2021-02-11,California,177567,201580,5134864,7822300,4108216,2.51,13,990128,10.4,19.8,5102,0.656
2021-02-12,California,206240,202925,5341104,7963575,4222810,2.74,13.52,1081040,10.69,20.16,5136,0.671
2021-02-13,California,221449,203565,5562553,8051475,4345018,2.98,14.08,1178577,11,20.38,5152,0.691
2021-02-14,California,257835,190746,5820388,8059325,4493220,3.26,14.73,1287390,11.37,20.4,4828,0.722
2021-02-15,California,195302,190404,NA,NA,NA,NA,NA,NA,NA,NA,4819,NA
2021-02-16,California,195302,203788,6210992,8250650,4708607,3.68,15.72,1456222,11.92,20.88,5158,0.753
2021-02-17,California,112019,195102,6323011,8406525,4766592,3.82,16,1507829,12.06,21.28,4938,0.752
2021-02-18,California,173129,194468,6496140,8722400,4865151,4,16.44,1581541,12.31,22.08,4922,0.745
2021-02-19,California,468463,231928,6964603,9164130,5159868,4.44,17.63,1753917,13.06,23.19,5870,0.76
2021-02-20,California,237110,234166,7201713,9178020,5285256,4.72,18.23,1864867,13.38,23.23,5926,0.785
2021-02-21,California,251755,233297,7453468,9178020,5426591,5,18.86,1974488,13.73,23.23,5904,0.812
2021-02-22,California,151257,227005,7604725,9178020,5503523,5.18,19.25,2048326,13.93,23.23,5745,0.829
2021-02-23,California,123395,216733,7728120,10168620,5569473,5.33,19.56,2105613,14.1,25.74,5485,0.76
2021-02-24,California,147891,221857,7876011,10702330,5649200,5.5,19.93,2173394,14.3,27.09,5615,0.736
2021-02-25,California,188110,223997,8064121,10956910,5746607,5.73,20.41,2263406,14.54,27.73,5669,0.736
2021-02-26,California,246824,192335,8310945,11297300,5871818,6.03,21.03,2384283,14.86,28.59,4868,0.736
2021-02-27,California,255525,194965,8566470,11587650,6004784,6.34,21.68,2506318,15.2,29.33,4934,0.739
2021-02-28,California,254574,195368,8821044,11587650,6151911,6.61,22.32,2613260,15.57,29.33,4944,0.761
2021-03-01,California,285033,214479,9106077,11587650,6304718,6.95,23.05,2744770,15.96,29.33,5428,0.786
2021-03-02,California,391048,252715,9497125,12528070,6531816,7.35,24.04,2905711,16.53,31.71,6396,0.758
2021-03-03,California,234044,265023,9731169,12776090,6672891,7.59,24.63,2997721,16.89,32.34,6707,0.762
2021-03-04,California,129040,256584,9860209,13233190,6751368,7.71,24.96,3047327,17.09,33.49,6494,0.745
2021-03-05,California,211267,251504,10071476,13609110,6880222,7.92,25.49,3128908,17.41,34.44,6365,0.74
2021-03-06,California,343547,264079,10415023,13885120,7087399,8.26,26.36,3263993,17.94,35.14,6683,0.75
2021-03-07,California,219729,259101,10634752,13885120,7218393,8.48,26.92,3352223,18.27,35.14,6557,0.766
2021-01-12,Colorado,NA,NA,224428,516750,187838,0.63,3.9,36425,3.26,8.97,NA,0.434
2021-01-13,Colorado,15237,15237,239665,530800,198227,0.72,4.16,41271,3.44,9.22,2646,0.452
2021-01-14,Colorado,15041,15139,254706,531775,209300,NA,4.42,NA,3.63,9.23,2629,0.479
2021-01-15,Colorado,17527,15935,272233,531775,223761,0.82,4.73,47021,3.89,9.23,2767,0.512
2021-01-16,Colorado,14514.75,15580,NA,NA,NA,NA,NA,NA,NA,NA,2705,NA
2021-01-17,Colorado,14514.75,15367,NA,NA,NA,NA,NA,NA,NA,NA,2668,NA
2021-01-18,Colorado,14514.75,15225,NA,NA,NA,NA,NA,NA,NA,NA,2644,NA
2021-01-19,Colorado,14514.75,15123,330292,531775,278639,0.87,5.74,49897,4.84,9.23,2626,0.621
2021-01-20,Colorado,10146,14396,340438,631400,287174,0.89,5.91,51460,4.99,10.96,2500,0.539
2021-01-21,Colorado,12756,14070,353194,657250,296816,0.95,6.13,54474,5.15,11.41,2443,0.537
2021-01-22,Colorado,24089,15007,377283,671200,313217,1.08,6.55,62086,5.44,11.66,2606,0.562
2021-01-23,Colorado,0,12934,377283,692700,313211,1.08,6.55,62086,5.44,12.03,2246,0.545
2021-01-24,Colorado,57213,19033,434496,692700,355124,1.34,7.54,76902,6.17,12.03,3305,0.627
2021-01-25,Colorado,13384,18872,447880,692700,364889,1.4,7.78,80467,6.34,12.03,3277,0.647
2021-01-26,Colorado,9866,18208,457746,726450,372266,1.44,7.95,82946,6.46,12.62,3162,0.63
2021-01-27,Colorado,16781,19156,474527,775050,381679,1.57,8.24,90200,6.63,13.46,3326,0.612
2021-01-28,Colorado,21179,20359,495706,806950,394156,1.71,8.61,98663,6.84,14.01,3535,0.614
2021-01-29,Colorado,26173,20657,521879,813400,409939,1.88,9.06,108507,7.12,14.12,3587,0.642
2021-01-30,Colorado,23477,24010,545356,813400,423054,2.06,9.47,118770,7.35,14.12,4169,0.67
2021-01-31,Colorado,23878,19248,569234,813400,440576,2.17,9.88,125078,7.65,14.12,3342,0.7
2021-02-01,Colorado,20553,20272,589787,813400,455422,2.27,10.24,130738,7.91,14.12,3520,0.725
2021-02-02,Colorado,11560,20514,601347,871875,464938,2.31,10.44,132752,8.07,15.14,3562,0.69
2021-02-03,Colorado,15778,20371,617125,940800,472820,2.44,10.72,140610,8.21,16.34,3537,0.656
2021-02-04,Colorado,21798,20460,638923,983225,485332,2.6,11.1,149829,8.43,17.07,3553,0.65
2021-02-05,Colorado,22780,19975,661703,989075,495381,2.82,11.49,162511,8.6,17.18,3469,0.669
2021-02-06,Colorado,33157,21358,694860,991075,512024,3.11,12.07,178975,8.89,17.21,3709,0.701
2021-02-07,Colorado,35035,22952,729895,991075,528379,3.43,12.68,197523,9.18,17.21,3986,0.736
2021-02-08,Colorado,22065,23168,751960,991075,539961,3.61,13.06,207951,9.38,17.21,4023,0.759
2021-02-09,Colorado,5600,22316,757560,1045000,542165,3.67,13.16,211328,9.41,18.15,3875,0.725
2021-02-10,Colorado,29481,24274,787041,1110575,557204,3.92,13.67,225626,9.68,19.28,4215,0.709
2021-02-11,Colorado,28067,25169,815108,1162775,570979,4.16,14.15,239804,9.92,20.19,4371,0.701
2021-02-12,Colorado,29512,26131,844620,1204800,586187,4.41,14.67,254037,10.18,20.92,4538,0.701
2021-02-13,Colorado,40961,27246,885581,1210475,609445,4.72,15.38,271661,10.58,21.02,4731,0.732
2021-02-14,Colorado,41226,28130,926807,1210475,631243,5.05,16.09,290991,10.96,21.02,4885,0.766
2021-02-15,Colorado,36895,30249,NA,NA,NA,NA,NA,NA,NA,NA,5253,NA
2021-02-16,Colorado,36895,34720,1000597,1224575,686889,5.37,17.38,308992,11.93,21.26,6029,0.817
2021-02-17,Colorado,23570,33875,1024167,1230425,704742,5.46,17.78,314557,12.24,21.37,5882,0.832
2021-02-18,Colorado,28874,33990,1053041,1282300,724699,5.6,18.29,322769,12.58,22.27,5902,0.821
2021-02-19,Colorado,79407,41118,1132448,1332775,780757,6,19.66,345623,13.56,23.14,7140,0.85
2021-02-20,Colorado,35447,40331,1167895,1348800,800799,6.26,20.28,360392,13.91,23.42,7003,0.866
2021-02-21,Colorado,34266,39336,1202161,1348800,817009,6.57,20.88,378242,14.19,23.42,6831,0.891
2021-02-22,Colorado,29538,38285,1231699,1348800,831826,6.82,21.39,392925,14.44,23.42,6648,0.913
2021-02-23,Colorado,1767,33267,1233466,1417245,832798,6.84,21.42,393719,14.46,24.61,5777,0.87
2021-02-24,Colorado,34836,34876,1268302,1512970,847375,7.19,22.02,413803,14.72,26.27,6056,0.838
2021-02-25,Colorado,25934,34456,1294236,1597960,860120,7.41,22.47,426938,14.94,27.75,5983,0.81
2021-02-26,Colorado,28947,27248,1323183,1658660,876277,7.63,22.98,439634,15.22,28.8,4732,0.798
2021-02-27,Colorado,1532,22403,1324715,1700660,876943,7.65,23,440500,15.23,29.53,3890,0.779
2021-02-28,Colorado,46862,24202,1371577,1700660,901520,8.02,23.82,462155,15.66,29.53,4203,0.806
2021-03-01,Colorado,41333,25887,1412910,1700660,925066,8.33,24.54,479662,16.06,29.53,4495,0.831
2021-03-02,Colorado,15944,27913,1428854,1747350,935733,8.42,24.81,484907,16.25,30.34,4847,0.818
2021-03-03,Colorado,33199,27679,1462053,1847780,954209,8.67,25.39,499066,16.57,32.09,4806,0.791
2021-03-04,Colorado,32857,28668,1494910,1933440,972301,8.91,25.96,513187,16.88,33.57,4978,0.773
2021-03-05,Colorado,33954,29383,1528864,2008930,992266,9.14,26.55,526306,17.23,34.88,5102,0.761
2021-03-06,Colorado,51298,36492,1580162,2019460,1019833,9.54,27.44,549267,17.71,35.07,6337,0.782
2021-03-07,Colorado,46337,36417,1626499,2019460,1047214,9.86,28.24,567689,18.19,35.07,6324,0.805
2021-01-12,Connecticut,NA,NA,151395,250775,56350,0.12,4.25,4174,1.58,7.03,NA,0.604
2021-01-13,Connecticut,10480,10480,161875,315025,58920,0.15,4.54,5268,1.65,8.84,2939,0.514
2021-01-14,Connecticut,10022,10251,171897,328675,156366,NA,4.82,NA,4.39,9.22,2875,0.523
2021-01-15,Connecticut,13969,11490,185866,328775,166722,0.48,5.21,17162,4.68,9.22,3223,0.565
2021-01-16,Connecticut,10914.5,11346,NA,NA,NA,NA,NA,NA,NA,NA,3182,NA
2021-01-17,Connecticut,10914.5,11260,NA,NA,NA,NA,NA,NA,NA,NA,3158,NA
2021-01-18,Connecticut,10914.5,11202,NA,NA,NA,NA,NA,NA,NA,NA,3142,NA
2021-01-19,Connecticut,10914.5,11161,229524,328775,201664,0.65,6.44,23150,5.66,9.22,3130,0.698
2021-01-20,Connecticut,13616,11609,243140,430375,213145,0.7,6.82,25018,5.98,12.07,3256,0.565
2021-01-21,Connecticut,21567,13259,264707,435075,230913,0.8,7.42,28602,6.48,12.2,3719,0.608
2021-01-22,Connecticut,22733,14511,287440,477250,248753,0.93,8.06,33149,6.98,13.39,4070,0.602
2021-01-23,Connecticut,19356,15716,306796,492850,264042,1.04,8.6,37098,7.41,13.82,4408,0.622
2021-01-24,Connecticut,14941,16292,321737,492850,275126,1.14,9.02,40506,7.72,13.82,4570,0.653
2021-01-25,Connecticut,9527,16094,331264,492850,282674,1.19,9.29,42421,7.93,13.82,4514,0.672
2021-01-26,Connecticut,11379,16160,342643,515675,291257,1.27,9.61,45190,8.17,14.46,4533,0.664
2021-01-27,Connecticut,18348,16836,360991,543975,302710,1.46,10.12,51939,8.49,15.26,4722,0.664
2021-01-28,Connecticut,20169,16636,381160,571775,315317,1.67,10.69,59437,8.84,16.04,4666,0.667
2021-01-29,Connecticut,22210,16561,403370,577625,329149,1.9,11.31,67624,9.23,16.2,4645,0.698
2021-01-30,Connecticut,17821,16342,421191,578600,340886,2.07,11.81,73706,9.56,16.23,4584,0.728
2021-01-31,Connecticut,15651,16444,436842,578600,349879,2.23,12.25,79511,9.81,16.23,4612,0.755
2021-02-01,Connecticut,12411,16856,449253,578600,357588,2.35,12.6,83855,10.03,16.23,4728,0.776
2021-02-02,Connecticut,6837,16207,456090,574650,361495,2.43,12.79,86602,10.14,16.12,4546,0.794
2021-02-03,Connecticut,8918,14860,465008,608600,365975,2.54,13.04,90574,10.26,17.07,4168,0.764
2021-02-04,Connecticut,16818,14381,481826,666175,375795,2.74,13.51,97568,10.54,18.68,4034,0.723
2021-02-05,Connecticut,20521,14140,502347,668125,387627,2.98,14.09,106224,10.87,18.74,3966,0.752
2021-02-06,Connecticut,17053,14030,519400,740300,395554,3.24,14.57,115349,11.1,20.76,3935,0.702
2021-02-07,Connecticut,14541,13871,533941,740300,402227,3.45,14.98,123198,11.28,20.76,3891,0.721
2021-02-08,Connecticut,8473,13309,542414,740300,406697,3.57,15.21,127194,11.41,20.76,3733,0.733
2021-02-09,Connecticut,11908,14033,554322,800225,412601,3.74,15.55,133196,11.57,22.44,3936,0.693
2021-02-10,Connecticut,20428,15677,574750,801325,423296,4.01,16.12,142918,11.87,22.48,4397,0.717
2021-02-11,Connecticut,25499,16918,600249,812325,437058,4.34,16.84,154639,12.26,22.78,4745,0.739
2021-02-12,Connecticut,26429,17762,626678,814525,450204,4.71,17.58,167894,12.63,22.85,4982,0.769
2021-02-13,Connecticut,28088,19338,654766,847200,462710,5.14,18.37,183146,12.98,23.76,5424,0.773
2021-02-14,Connecticut,19938,20109,674704,854725,473106,5.38,18.92,191978,13.27,23.97,5640,0.789
2021-02-15,Connecticut,18219,21501,NA,NA,NA,NA,NA,NA,NA,NA,6031,NA
2021-02-16,Connecticut,18219,22403,711142,914075,494373,5.8,19.95,206920,13.87,25.64,6284,0.778
2021-02-17,Connecticut,27049,23349,738191,916075,509165,6.14,20.7,218777,14.28,25.69,6549,0.806
2021-02-18,Connecticut,28992,23848,767183,922075,525133,6.5,21.52,231795,14.73,25.86,6689,0.832
2021-02-19,Connecticut,55432,27991,822615,958925,558539,7.12,23.07,253770,15.67,26.9,7851,0.858
2021-02-20,Connecticut,25205,27579,847820,984275,572145,7.44,23.78,265343,16.05,27.61,7735,0.861
2021-02-21,Connecticut,12714,26547,860534,984275,579380,7.6,24.14,270792,16.25,27.61,7446,0.874
2021-02-22,Connecticut,22243,27122,882777,984275,595390,7.77,24.76,277009,16.7,27.61,7607,0.897
2021-02-23,Connecticut,10105,25963,892882,1025755,602697,7.85,25.04,279804,16.9,28.77,7282,0.87
2021-02-24,Connecticut,19151,24835,912033,1099225,618330,7.94,25.58,283211,17.34,30.83,6966,0.83
2021-02-25,Connecticut,13913,22680,925946,1113035,629625,8.02,25.97,285804,17.66,31.22,6361,0.832
2021-02-26,Connecticut,28207,18791,954153,1190995,652910,8.15,26.76,290698,18.31,33.4,5271,0.801
2021-02-27,Connecticut,26058,18913,980211,1198495,674181,8.29,27.49,295458,18.91,33.62,5305,0.818
2021-02-28,Connecticut,24256,20562,1004467,1198495,693595,8.42,28.17,300264,19.45,33.62,5767,0.838
2021-03-01,Connecticut,26838,21218,1031305,1198495,715456,8.56,28.93,305226,20.07,33.62,5951,0.861
2021-03-02,Connecticut,8849,21039,1040154,1281935,722628,8.61,29.17,306894,20.27,35.96,5901,0.811
2021-03-03,Connecticut,21221,21335,1061375,1309225,740054,8.71,29.77,310667,20.76,36.72,5984,0.811
2021-03-04,Connecticut,25938,23052,1087313,1345595,763026,8.8,30.5,313603,21.4,37.74,6466,0.808
2021-03-05,Connecticut,34204,23909,1121517,1421045,793790,8.89,31.46,316991,22.26,39.86,6706,0.789
2021-03-06,Connecticut,35597,25272,1157114,1434565,826089,8.98,32.46,320257,23.17,40.24,7088,0.807
2021-03-07,Connecticut,38503,27307,1195617,1434565,860174,9.1,33.53,324448,24.13,40.24,7659,0.833
2021-01-12,Delaware,NA,NA,26410,88325,15911,0.29,2.71,2784,1.63,9.07,NA,0.299
2021-01-13,Delaware,2003,2003,28413,91250,16647,0.42,2.92,4050,1.71,9.37,2057,0.311
2021-01-14,Delaware,2677,2340,31090,91250,25649,NA,3.19,NA,2.63,9.37,2403,0.341
2021-01-15,Delaware,0,1560,31090,91250,25649,0.55,3.19,5354,2.63,9.37,1602,0.341
2021-01-16,Delaware,2866.75,1887,NA,NA,NA,NA,NA,NA,NA,NA,1938,NA
2021-01-17,Delaware,2866.75,2083,NA,NA,NA,NA,NA,NA,NA,NA,2139,NA
2021-01-18,Delaware,2866.75,2213,NA,NA,NA,NA,NA,NA,NA,NA,2273,NA
